Administrative ID,count
2223331.0,8
2171741.0,6
2130880.0,6
2190718.0,6
2221406.0,6
2201158.0,6
2201472.0,5
2231846.0,5
2231320.0,5
2230231.0,5
2190267.0,5
2101335.0,5
2223113.0,5
2231063.0,5
2201169.0,5
2221162.0,5
2200241.0,4
2152097.0,4
2090897.0,4
2150422.0,4
2200607.0,4
2173275.0,4
2200616.0,4
2221610.0,4
2221570.0,4
2181576.0,4
2223095.0,4
2131312.0,4
2200677.0,4
2130222.0,4
2200710.0,4
2200053.0,4
2224072.0,4
2220207.0,4
2162098.0,4
2150499.0,4
2191224.0,4
2180216.0,4
2220143.0,4
2140851.0,4
2224032.0,4
2232017.0,4
2230483.0,4
2140224.0,4
2221622.0,4
2200716.0,4
2223504.0,4
2220132.0,4
2150281.0,4
2172265.0,4
2120583.0,4
2221541.0,4
2200584.0,4
2230534.0,4
2224067.0,4
2224630.0,4
2101195.0,4
2090987.0,4
2223217.0,4
2221822.0,4
2170691.0,3
2171936.0,3
2221434.0,3
2140062.0,3
2150043.0,3
2221663.0,3
2150982.0,3
2141652.0,3
2231226.0,3
2230289.0,3
2162550.0,3
2161306.0,3
2160997.0,3
2082131.0,3
2224538.0,3
2224152.0,3
2224855.0,3
2223863.0,3
2223457.0,3
2221564.0,3
2230692.0,3
2223359.0,3
2191462.0,3
2201445.0,3
2223105.0,3
2181220.0,3
2231641.0,3
2223436.0,3
2231024.0,3
2181093.0,3
2230136.0,3
2170770.0,3
2223164.0,3
2210226.0,3
2191531.0,3
2230954.0,3
2141012.0,3
2150010.0,3
2161014.0,3
2120344.0,3
2230390.0,3
2131489.0,3
2190268.0,3
2224620.0,3
2221724.0,3
2040719.0,3
2141608.0,3
2150900.0,3
2080599.0,3
2221818.0,3
2191871.0,3
2131214.0,3
2230312.0,3
2191258.0,3
2224074.0,3
2200697.0,3
2171227.0,3
2080761.0,3
2151137.0,3
2151304.0,3
2230055.0,3
2200728.0,3
2221227.0,3
2220101.0,3
2172775.0,3
2223961.0,3
2223128.0,3
2110446.0,3
2141047.0,3
2223220.0,3
2224737.0,3
2172624.0,3
2230100.0,3
2220200.0,3
2161574.0,3
2210546.0,3
2224378.0,3
2224294.0,3
2224760.0,3
2172490.0,3
2181055.0,3
2223490.0,3
2220908.0,3
2173336.0,3
2200723.0,3
2224766.0,3
2230893.0,3
2191740.0,3
2231958.0,3
2141511.0,3
2001681.0,3
2191868.0,3
2191325.0,3
2110394.0,3
2234291.0,3
2221894.0,3
2180049.0,3
2191474.0,3
2150803.0,3
2231550.0,3
2231377.0,3
2221561.0,3
2120056.0,2
2231899.0,2
2191198.0,2
2131496.0,2
2161580.0,2
2223990.0,2
2221851.0,2
2190250.0,2
2221674.0,2
2221824.0,2
2221186.0,2
2181647.0,2
2230894.0,2
2210211.0,2
2230205.0,2
2231900.0,2
2200886.0,2
2091774.0,2
2201276.0,2
2172940.0,2
2224668.0,2
2130814.0,2
2190733.0,2
2200643.0,2
2172321.0,2
2220481.0,2
2220050.0,2
2232056.0,2
2170117.0,2
2162173.0,2
2200683.0,2
2100213.0,2
2230316.0,2
2223448.0,2
2224259.0,2
2181766.0,2
2223575.0,2
2230697.0,2
2162333.0,2
2230026.0,2
2220213.0,2
2191511.0,2
2224674.0,2
2150123.0,2
2173279.0,2
2220219.0,2
2230200.0,2
2082033.0,2
2150336.0,2
2223142.0,2
2231845.0,2
2190777.0,2
2231359.0,2
2231588.0,2
2201399.0,2
2161287.0,2
2191929.0,2
2150274.0,2
2173345.0,2
2223522.0,2
2170933.0,2
2221672.0,2
2200512.0,2
2224370.0,2
2140545.0,2
2221642.0,2
2230689.0,2
2162130.0,2
2170108.0,2
2230745.0,2
2231545.0,2
2221628.0,2
2230786.0,2
2201278.0,2
2232301.0,2
2221940.0,2
2232493.0,2
2100012.0,2
2120236.0,2
2231037.0,2
2223761.0,2
2131212.0,2
2220144.0,2
2223255.0,2
2221651.0,2
2220515.0,2
2190411.0,2
2232539.0,2
2173304.0,2
2224513.0,2
2190390.0,2
2221241.0,2
2080541.0,2
2221750.0,2
2224533.0,2
2190542.0,2
2230315.0,2
2230477.0,2
2223764.0,2
2200100.0,2
2091172.0,2
2190893.0,2
2200712.0,2
2224287.0,2
2191287.0,2
2223015.0,2
2190237.0,2
2221399.0,2
2200471.0,2
981299.0,2
2091035.0,2
2223714.0,2
2180526.0,2
2230766.0,2
2220162.0,2
2230473.0,2
2171623.0,2
2221669.0,2
2131000.0,2
2221421.0,2
2223950.0,2
2131145.0,2
2230165.0,2
2220541.0,2
2221764.0,2
2200564.0,2
2181516.0,2
2110073.0,2
2223381.0,2
2150342.0,2
2223389.0,2
2230755.0,2
2161757.0,2
2191749.0,2
2230365.0,2
2221776.0,2
2200066.0,2
2200046.0,2
2100891.0,2
2221980.0,2
2220493.0,2
2151786.0,2
2223938.0,2
2171440.0,2
2220230.0,2
2181139.0,2
2224119.0,2
2224159.0,2
2190030.0,2
2223967.0,2
2200344.0,2
2191564.0,2
2231292.0,2
2224572.0,2
2223396.0,2
2081454.0,2
2070630.0,2
2201107.0,2
2224141.0,2
2170039.0,2
2201400.0,2
2051343.0,2
2224133.0,2
2220889.0,2
2223802.0,2
2230410.0,2
2150405.0,2
2141733.0,2
2200446.0,2
2192085.0,2
2200061.0,2
2223012.0,2
2180995.0,2
2223867.0,2
2220267.0,2
2210162.0,2
2224257.0,2
2224217.0,2
981465.0,2
2210116.0,2
2082242.0,2
2130106.0,2
2224815.0,2
2230387.0,2
2200521.0,2
2172881.0,2
2120213.0,2
2100185.0,2
2200023.0,2
2173033.0,2
2130050.0,2
2161735.0,2
2221783.0,2
2223907.0,2
2170754.0,2
2070210.0,2
2223564.0,2
2191421.0,2
2230332.0,2
2221868.0,2
2223443.0,2
2173393.0,2
2150282.0,2
2221587.0,2
2171781.0,2
2141090.0,2
2223192.0,2
2181268.0,2
2220906.0,2
2224221.0,2
2201056.0,2
2201497.0,2
2223486.0,2
2171443.0,2
2231038.0,2
2221771.0,2
2210163.0,2
2191899.0,2
2161294.0,2
2172594.0,2
2223374.0,2
2200509.0,2
2100008.0,2
2180234.0,2
2221623.0,2
2224859.0,2
2100939.0,2
2230814.0,2
2231585.0,2
2221639.0,2
2223307.0,2
2060446.0,2
2130378.0,2
2224702.0,2
2200320.0,2
2231468.0,2
2231066.0,2
2221701.0,2
2223491.0,2
2223610.0,2
2201369.0,2
2090979.0,2
2221991.0,2
2230363.0,2
2170997.0,2
2224586.0,2
2070871.0,2
2171225.0,2
2231039.0,2
2231575.0,2
2224661.0,2
2221519.0,2
2200275.0,2
2191926.0,2
2232019.0,2
2141349.0,2
2191809.0,2
2161692.0,2
2230313.0,2
2180589.0,2
2220514.0,2
2091815.0,2
2130398.0,2
2231546.0,2
2223352.0,2
2230801.0,2
2150011.0,2
2191488.0,2
2221671.0,2
2220032.0,2
2091603.0,2
2230413.0,2
2140773.0,2
2223488.0,2
2172420.0,2
2141604.0,2
2180795.0,2
2090764.0,2
2210240.0,2
2020454.0,2
2231009.0,2
2181611.0,2
2223480.0,2
2221539.0,2
2224835.0,2
2230212.0,2
2150186.0,2
2141474.0,2
2200364.0,2
2200604.0,2
2190277.0,2
2200277.0,2
2091455.0,2
2230774.0,2
2232130.0,2
2200062.0,2
2091802.0,2
2231190.0,2
2140141.0,2
2200670.0,2
2170967.0,2
2100492.0,2
2130058.0,2
2221571.0,2
2081911.0,2
2200740.0,2
2230445.0,2
2091795.0,2
2101255.0,2
2181119.0,2
2230517.0,2
2221540.0,2
2141527.0,2
2151587.0,2
2230416.0,2
2180557.0,2
2224544.0,2
2230701.0,2
2221757.0,2
2181359.0,2
2172396.0,2
2130588.0,2
2223901.0,2
2190537.0,2
2224744.0,2
2231357.0,2
2100691.0,2
2223919.0,2
2221817.0,2
2190203.0,2
2230976.0,2
2171147.0,2
2201486.0,2
2151451.0,2
2201241.0,2
2230719.0,2
2200517.0,2
2224280.0,2
2223058.0,2
2220171.0,2
2223434.0,2
2223777.0,2
2223823.0,2
2221665.0,2
2221612.0,2
2171067.0,2
2150198.0,2
2181561.0,2
2181565.0,2
2191546.0,2
2160043.0,2
2220151.0,2
2200290.0,2
2220182.0,2
2180424.0,2
2110533.0,2
2223816.0,2
2221795.0,2
2162462.0,2
2081927.0,2
2232603.0,2
2091304.0,2
2223484.0,2
2173392.0,2
2181510.0,2
2201389.0,2
2220538.0,2
2171888.0,2
2101249.0,2
2233597.0,2
2232922.0,2
2110575.0,2
2200508.0,2
2162485.0,2
2181440.0,2
2223605.0,2
2221933.0,2
2152192.0,2
2233674.0,2
2220863.0,2
2221989.0,2
2141164.0,2
2181503.0,2
2141328.0,2
2140314.0,2
2162318.0,2
2100773.0,2
2180281.0,2
2190963.0,2
2221608.0,2
2220169.0,2
2230495.0,2
2100692.0,2
2221202.0,2
2131020.0,2
2110159.0,2
2233584.0,2
2190897.0,2
2191730.0,2
2220217.0,2
2221739.0,2
2221222.0,2
2181082.0,2
2221882.0,2
2224048.0,2
2223395.0,2
2150257.0,2
2224344.0,2
2140887.0,2
2170362.0,2
2223451.0,2
2223133.0,2
2220524.0,2
2221801.0,2
2232960.0,2
2190649.0,2
2210140.0,2
2232779.0,2
2233048.0,2
2152026.0,2
2081451.0,2
2230535.0,2
2223738.0,2
2190770.0,2
2191839.0,2
2141696.0,2
2233810.0,2
2140188.0,2
2200456.0,2
2140438.0,2
2224210.0,2
2181078.0,2
2201002.0,2
2180806.0,2
2200708.0,2
2172492.0,2
2192076.0,2
2160058.0,2
2001702.0,2
2191077.0,2
2100319.0,2
2232499.0,2
2100015.0,2
2221379.0,2
2223962.0,2
2223104.0,2
2200942.0,2
2181080.0,2
2223286.0,2
2221640.0,2
2190116.0,2
2181015.0,2
2233190.0,2
2151160.0,2
2191580.0,2
2060215.0,2
2221588.0,2
2232805.0,2
2224394.0,2
2191374.0,2
2150211.0,2
2152012.0,2
2190575.0,2
2190447.0,2
2180566.0,2
2232815.0,2
2224195.0,2
2091799.0,2
2100554.0,2
2223085.0,2
2233105.0,2
2161258.0,2
2210159.0,2
2224887.0,2
2120571.0,2
2220558.0,2
2151303.0,2
2140443.0,2
2200283.0,2
2141525.0,2
2171980.0,2
2234108.0,2
2230401.0,2
2161762.0,2
2221702.0,2
2223072.0,2
2190635.0,2
2090078.0,2
2140457.0,2
2233033.0,2
2224357.0,2
2221246.0,2
2171088.0,2
2221510.0,2
2220898.0,2
2233613.0,2
2223783.0,2
2140947.0,2
2130062.0,2
2233873.0,2
2170134.0,2
2070633.0,2
2233797.0,1
2233173.0,1
2190121.0,1
2220174.0,1
2233138.0,1
2233520.0,1
2181765.0,1
2091354.0,1
2234629.0,1
2190242.0,1
2161045.0,1
2230244.0,1
2233523.0,1
2110422.0,1
2171937.0,1
2230268.0,1
2223801.0,1
2200676.0,1
2192096.0,1
2233101.0,1
2233104.0,1
2181036.0,1
2231442.0,1
2181428.0,1
2233480.0,1
2233217.0,1
2200829.0,1
2220826.0,1
2232825.0,1
2170857.0,1
2180429.0,1
2082327.0,1
2233016.0,1
2233501.0,1
2171064.0,1
2232826.0,1
2233309.0,1
2230170.0,1
2233224.0,1
2231631.0,1
2233239.0,1
2231523.0,1
2191553.0,1
2190541.0,1
2233635.0,1
2230670.0,1
2232724.0,1
2200954.0,1
2230109.0,1
2171189.0,1
2130070.0,1
2231774.0,1
2172892.0,1
2232980.0,1
2170496.0,1
2221821.0,1
2232643.0,1
2221177.0,1
2232731.0,1
2120438.0,1
2232605.0,1
2233846.0,1
2192130.0,1
2230676.0,1
2233704.0,1
2223227.0,1
2171426.0,1
2230896.0,1
2180383.0,1
2180369.0,1
2232679.0,1
2232737.0,1
2232711.0,1
2231425.0,1
2181830.0,1
2233400.0,1
2230949.0,1
2031083.0,1
2191817.0,1
2231916.0,1
2191416.0,1
2230656.0,1
2232167.0,1
2161772.0,1
2220247.0,1
2232634.0,1
2221166.0,1
2131500.0,1
2201286.0,1
2232365.0,1
2231623.0,1
2150740.0,1
2231245.0,1
2100385.0,1
2001658.0,1
2180317.0,1
2181581.0,1
2171956.0,1
2221839.0,1
2234019.0,1
2141314.0,1
2220165.0,1
2190102.0,1
2180895.0,1
2233844.0,1
2224022.0,1
2223510.0,1
2172147.0,1
2151976.0,1
2231690.0,1
2151209.0,1
2171446.0,1
2230427.0,1
2190132.0,1
2171603.0,1
2131215.0,1
2221849.0,1
2191227.0,1
2223339.0,1
2232299.0,1
2224262.0,1
2223712.0,1
2223269.0,1
2223775.0,1
2224109.0,1
2160829.0,1
2200532.0,1
2223737.0,1
2141642.0,1
2200202.0,1
2200021.0,1
2223568.0,1
2224530.0,1
2234439.0,1
2221670.0,1
2190532.0,1
2190938.0,1
2221877.0,1
2210054.0,1
2190715.0,1
2120361.0,1
2233156.0,1
2140561.0,1
2232905.0,1
2191220.0,1
2060624.0,1
2231071.0,1
2181439.0,1
2232049.0,1
2224803.0,1
2192121.0,1
2231951.0,1
2224110.0,1
2232106.0,1
2191732.0,1
2200924.0,1
2233682.0,1
2200824.0,1
2233664.0,1
2170995.0,1
2082421.0,1
2234334.0,1
2221443.0,1
2224284.0,1
2232717.0,1
2232394.0,1
2232841.0,1
2232964.0,1
2231259.0,1
2150860.0,1
2230409.0,1
2223387.0,1
2100874.0,1
2232729.0,1
2101298.0,1
2232665.0,1
2224077.0,1
2234638.0,1
2150700.0,1
2201108.0,1
2131099.0,1
2080230.0,1
2141269.0,1
2190584.0,1
2232780.0,1
2230040.0,1
2232942.0,1
2200280.0,1
2231840.0,1
2224822.0,1
2223090.0,1
2221938.0,1
2232853.0,1
2230659.0,1
2234295.0,1
2230431.0,1
2233158.0,1
2200810.0,1
2201213.0,1
2130716.0,1
2230441.0,1
2234159.0,1
2233962.0,1
2233504.0,1
2191003.0,1
2141621.0,1
2233237.0,1
2231073.0,1
2233333.0,1
2234306.0,1
2091753.0,1
2141238.0,1
2151105.0,1
2173411.0,1
2233176.0,1
2234029.0,1
2223288.0,1
2190293.0,1
2234328.0,1
2233474.0,1
2171806.0,1
2232664.0,1
2233899.0,1
2223752.0,1
2080078.0,1
2190325.0,1
2070303.0,1
2232704.0,1
2233870.0,1
2233975.0,1
2170581.0,1
2232860.0,1
2151561.0,1
2220843.0,1
2131138.0,1
2224086.0,1
2232369.0,1
2232096.0,1
2233380.0,1
2232209.0,1
2172871.0,1
2200887.0,1
2234509.0,1
2231977.0,1
2234333.0,1
2233550.0,1
2030436.0,1
2234269.0,1
2221191.0,1
2223087.0,1
2234600.0,1
2180229.0,1
2233320.0,1
2220557.0,1
2224590.0,1
2233392.0,1
2233665.0,1
2223858.0,1
2231511.0,1
2233800.0,1
2220539.0,1
2234544.0,1
2223418.0,1
2233593.0,1
2232058.0,1
2160747.0,1
2233305.0,1
2100410.0,1
2191761.0,1
2161238.0,1
2230250.0,1
2230393.0,1
2091804.0,1
2230796.0,1
2230950.0,1
2232183.0,1
2171731.0,1
2230823.0,1
2151544.0,1
2234510.0,1
2234292.0,1
2180971.0,1
2120227.0,1
2141106.0,1
2231294.0,1
2224252.0,1
2181626.0,1
2040829.0,1
2234190.0,1
2173195.0,1
2230781.0,1
2232833.0,1
2231231.0,1
2231625.0,1
2181580.0,1
2230662.0,1
2233119.0,1
2234180.0,1
2110171.0,1
2191964.0,1
2220214.0,1
2233201.0,1
2140649.0,1
2091150.0,1
2233330.0,1
2221814.0,1
2235225.0,1
2100223.0,1
2101319.0,1
971913.0,1
2110427.0,1
2201430.0,1
2150879.0,1
2220816.0,1
2201161.0,1
2191875.0,1
2234150.0,1
2234154.0,1
2173306.0,1
2233508.0,1
2232817.0,1
2232637.0,1
2192080.0,1
2090545.0,1
2110221.0,1
2162579.0,1
2230807.0,1
2223866.0,1
2231041.0,1
2223092.0,1
2235017.0,1
2141242.0,1
2230751.0,1
2232346.0,1
2234543.0,1
2110559.0,1
2233137.0,1
2232235.0,1
2224865.0,1
2230907.0,1
2232872.0,1
2233603.0,1
2140630.0,1
2233291.0,1
2224348.0,1
2230359.0,1
2224124.0,1
2232962.0,1
2233655.0,1
2232871.0,1
2232766.0,1
2151733.0,1
2232584.0,1
2190725.0,1
2231067.0,1
2173082.0,1
2232218.0,1
2231500.0,1
2223558.0,1
2200721.0,1
2170596.0,1
2172899.0,1
2170404.0,1
2221809.0,1
2201104.0,1
2090542.0,1
2162033.0,1
2223708.0,1
2233621.0,1
2233307.0,1
2221931.0,1
2234175.0,1
2201349.0,1
2233161.0,1
2130953.0,1
2234377.0,1
2232615.0,1
2233407.0,1
2172916.0,1
2232645.0,1
2234371.0,1
2234546.0,1
2000173.0,1
2200735.0,1
2082160.0,1
2191084.0,1
2232916.0,1
2201355.0,1
2230508.0,1
2191613.0,1
2161166.0,1
2234496.0,1
2172053.0,1
2223585.0,1
2192156.0,1
2130256.0,1
2201378.0,1
2232062.0,1
2232726.0,1
2120330.0,1
2141138.0,1
2201473.0,1
2223213.0,1
2223727.0,1
2171292.0,1
2210091.0,1
2050266.0,1
2181222.0,1
2161894.0,1
2224639.0,1
2150571.0,1
2223168.0,1
2200164.0,1
2230056.0,1
2230488.0,1
2130018.0,1
2181689.0,1
2190877.0,1
2231629.0,1
2141239.0,1
2172830.0,1
2231302.0,1
2230439.0,1
2170267.0,1
2223449.0,1
2230765.0,1
2180263.0,1
2231220.0,1
2181068.0,1
2191255.0,1
2091511.0,1
2170777.0,1
2141672.0,1
2223186.0,1
2170399.0,1
2151909.0,1
2171503.0,1
2081600.0,1
2150583.0,1
2230882.0,1
962230.0,1
2221661.0,1
2224781.0,1
2231888.0,1
2230076.0,1
2223151.0,1
2190134.0,1
2220928.0,1
2224808.0,1
2224649.0,1
2161701.0,1
2090387.0,1
2200463.0,1
2190370.0,1
2200690.0,1
2221501.0,1
2180596.0,1
2201156.0,1
2200789.0,1
2070884.0,1
2230698.0,1
2140699.0,1
2200784.0,1
2221631.0,1
2224151.0,1
2200922.0,1
2051632.0,1
2223427.0,1
2210334.0,1
2120231.0,1
2100297.0,1
981855.0,1
2161209.0,1
2172110.0,1
2232398.0,1
2091250.0,1
2173126.0,1
2200341.0,1
2150777.0,1
2224845.0,1
2220868.0,1
2162589.0,1
2190762.0,1
2151810.0,1
2232199.0,1
2081219.0,1
2140735.0,1
2231644.0,1
2221233.0,1
2000040.0,1
2230536.0,1
2171970.0,1
2120326.0,1
2230997.0,1
2230877.0,1
2224027.0,1
2200132.0,1
2221709.0,1
2220870.0,1
2230715.0,1
2192131.0,1
2191804.0,1
2230187.0,1
2082014.0,1
2180528.0,1
2230222.0,1
2172721.0,1
2223854.0,1
2172514.0,1
2150307.0,1
2221791.0,1
2192102.0,1
2223553.0,1
2190140.0,1
2223496.0,1
2223934.0,1
2232510.0,1
2060964.0,1
2000166.0,1
2171100.0,1
2224863.0,1
2191353.0,1
2190328.0,1
2221865.0,1
2180048.0,1
2173007.0,1
2150934.0,1
2223547.0,1
2001882.0,1
2190476.0,1
2230561.0,1
2223219.0,1
2232295.0,1
2171303.0,1
971039.0,1
2190808.0,1
2091412.0,1
2110296.0,1
2231661.0,1
2171433.0,1
2131263.0,1
2173211.0,1
2150738.0,1
2191795.0,1
2110142.0,1
2223735.0,1
2172305.0,1
2091300.0,1
2221517.0,1
2224028.0,1
2220029.0,1
2231017.0,1
2223065.0,1
2091206.0,1
2191717.0,1
2201371.0,1
2101012.0,1
2110231.0,1
2210753.0,1
2221769.0,1
2230501.0,1
2173239.0,1
2140546.0,1
2170694.0,1
2160255.0,1
2101274.0,1
2100835.0,1
2120494.0,1
2231351.0,1
2221704.0,1
2230277.0,1
2100983.0,1
2231515.0,1
2173250.0,1
2223913.0,1
2173080.0,1
2231906.0,1
2200577.0,1
2230680.0,1
2223595.0,1
960446.0,1
2230155.0,1
2120537.0,1
2230777.0,1
2232538.0,1
2223329.0,1
2232527.0,1
2140977.0,1
2220233.0,1
2090474.0,1
2224657.0,1
2231772.0,1
2230710.0,1
2150025.0,1
2220472.0,1
2224697.0,1
2224346.0,1
2172482.0,1
2140905.0,1
2031134.0,1
2110537.0,1
2221165.0,1
2173059.0,1
2231021.0,1
2224182.0,1
2224695.0,1
2081486.0,1
2190948.0,1
2231914.0,1
2191366.0,1
2021165.0,1
2040268.0,1
2221847.0,1
2191869.0,1
2221533.0,1
2191200.0,1
2221666.0,1
2191777.0,1
